Justin,Tate,Female,4/16/1961
Brent,James,Female,6/22/1966
Josephine,Moore,Male,12/21/1958
Clarence,Simon,Male,10/12/2000
Eddie,Hill,Male,7/6/1981
Viola,Ballard,Male,8/15/1956
Harry,Peterson,Male,8/2/1964
Gene,Moss,Female,12/26/1988
Joel,Vaughn,Female,10/7/1964
Marguerite,Graves,Male,11/11/1985
Tommy,McKinney,Male,12/31/1991
Callie,Neal,Female,12/1/2002
Darrell,Wagner,Female,6/2/1955
Daisy,Frazier,Female,7/25/1956
Tom,Henderson,Female,4/25/1989
Willie,Horton,Female,5/12/1963
Bessie,Gray,Male,5/17/1994
Calvin,Payne,Male,5/8/1983
Hattie,Elliott,Female,11/4/1980
Frederick,Ford,Female,11/13/1984
Marion,Logan,Male,9/4/1985
Johnny,Perry,Female,6/21/1980
Inez,Hunter,Male,7/8/1961
Hulda,Farmer,Male,6/25/1982
Mae,Ball,Male,1/21/1960
Walter,Estrada,Female,4/11/1972
Bettie,Moore,Female,3/20/1995
Marvin,Castillo,Male,5/23/1991
Marian,Wagner,Female,10/4/1999
Keith,Anderson,Male,8/19/1995
Jean,Wells,Female,9/18/1974
Phoebe,Watts,Female,9/8/1961
Lucille,Howell,Female,1/2/1986
Charlotte,May,Female,7/21/1993
Sadie,Peters,Female,11/14/1997
Ralph,Tran,Female,12/9/1987
Ethel,Little,Male,7/3/1968
Maria,Hubbard,Female,2/6/1987
Martha,Lambert,Female,4/29/1993
Derek,Mason,Female,2/26/1988
Shawn,Adams,Female,12/26/1984
Martha,Franklin,Female,1/16/1979
Clayton,Hoffman,Male,11/25/1984
Derrick,Wise,Male,3/24/1989
Lottie,Love,Female,12/23/1996
Floyd,Brown,Male,12/8/1997
Lou,Ramirez,Female,8/12/1964
Alex,Beck,Female,3/26/1974
Gilbert,Wright,Female,12/4/1985
Helen,West,Male,4/3/1961
Christine,Perkins,Female,8/13/1997
Susan,Weber,Male,4/29/1988
Agnes,Knight,Male,2/9/1991
Harry,Goodman,Male,4/29/1964
Clarence,Becker,Female,6/22/1998
Margaret,Ford,Male,3/5/2002
Dale,Perry,Male,1/19/1985
Dylan,Guzman,Male,9/23/1970
Rose,Townsend,Male,1/3/1993
Trevor,Lawson,Male,7/2/1973
Patrick,Soto,Male,2/11/1956
Howard,Manning,Female,7/2/1974
Nelle,Rhodes,Female,9/4/1972
Jim,Porter,Male,2/24/2000
Christian,Jennings,Female,10/14/1982
Katharine,Potter,Female,3/27/1969
Mitchell,Patrick,Male,12/27/1990
Beulah,Underwood,Male,4/30/1968
Johnny,Terry,Male,9/27/1990
Mabelle,Gardner,Female,7/29/1970
Eliza,Poole,Female,10/8/1972
Ruby,Larson,Male,5/4/1995
Leona,Romero,Male,6/11/1985
Grace,Strickland,Female,11/27/1961
Juan,Fleming,Male,7/6/1958
Lester,Graham,Female,12/17/1973
Warren,Diaz,Male,1/11/1957
Dean,Griffin,Male,5/7/1966
Jose,West,Male,10/1/1959
Delia,Brock,Male,5/31/1967
Trevor,Francis,Female,4/13/1996
Mason,Peterson,Male,11/29/1964
Howard,Carr,Male,1/27/1977
Erik,Kelly,Female,4/11/1963
Katharine,Woods,Male,5/23/1988
John,Davidson,Male,5/29/1966
Nora,Pope,Male,4/12/1974
Nettie,Spencer,Female,7/16/1981
Isaiah,Riley,Female,4/29/1996
Phillip,Nelson,Male,1/14/1961
Bobby,Hanson,Female,7/30/1979
Josie,Doyle,Female,10/29/1970
Ernest,Barrett,Male,11/29/1992
Mina,Francis,Female,3/19/1961
Abbie,Crawford,Female,6/23/1964
Andrew,Stewart,Male,6/25/1983
George,Porter,Male,10/1/1992
Ralph,Valdez,Male,4/13/2001
Dustin,Roy,Female,9/8/1995
Lora,Pearson,Female,11/29/1972
Lou,Salazar,Female,5/2/1985
Ann,Chambers,Male,5/6/1970
Georgie,Wells,Female,1/14/1961
Alice,Yates,Male,6/25/1979
David,Butler,Male,3/10/1976
Minnie,Guzman,Female,8/22/1979
Justin,Lawson,Female,9/17/1967
Susie,Vaughn,Female,11/24/1958
Laura,Ball,Female,11/18/1974
Adeline,Evans,Female,8/9/1994
Donald,Harper,Female,10/19/1966
Norman,Roberts,Female,8/24/1965
William,Potter,Male,11/3/1973
Lucille,Knight,Male,5/31/1971
Devin,Pearson,Male,12/11/1979
Gary,Carlson,Male,6/26/1994
Edward,Cohen,Male,4/13/1986
Dale,Gutierrez,Female,12/7/1992
Mittie,Davidson,Male,5/9/1986
Inez,Gray,Male,1/29/1969
Hulda,Collier,Male,3/18/1973
Gilbert,Woods,Male,4/17/2000
Lora,Sparks,Female,10/22/1967
Jackson,Evans,Male,8/23/1988
Marvin,Ray,Female,11/22/1993
Mario,Neal,Male,10/13/2001
Myrtle,Wells,Female,4/2/1985
Carolyn,Figueroa,Female,4/29/1968
Fannie,Dunn,Male,9/10/1979
Gordon,Hughes,Male,5/20/1959
Marie,Casey,Male,4/4/1961
Katherine,Christensen,Male,2/23/1995
Mae,Maxwell,Female,9/16/1995
Tony,Parsons,Male,2/25/1959
Daniel,Osborne,Male,11/3/1980
Maria,Douglas,Male,6/26/2001
Sylvia,Carroll,Male,12/15/1958
Katie,Lambert,Male,10/15/1964
Craig,Fields,Male,12/3/1995
Michael,Collins,Female,10/10/1978
Lucy,Walters,Female,7/9/1999
Beulah,Gonzales,Male,4/26/1990
Hilda,Clayton,Male,6/5/1962
Rodney,Reese,Female,7/27/1992
Verna,Duncan,Male,1/14/2002
Inez,Stanley,Male,8/6/2000
Luella,Phillips,Male,9/18/1971
Agnes,Thomas,Female,11/30/1988
Owen,Allison,Male,9/23/2000
Keith,Hunt,Male,10/29/1998
Georgie,Strickland,Male,9/23/1958
Delia,Walker,Male,7/23/1992
Lela,Hudson,Female,10/30/1996
Effie,Fuller,Male,9/13/1996
Iva,Harvey,Male,3/30/1978
Matthew,Armstrong,Female,1/15/1965
Maude,Bryant,Female,8/3/1960
Vincent,Brady,Male,9/16/1992
Hettie,Benson,Female,3/15/1976
Donald,Knight,Female,6/1/1976
Danny,Clarke,Male,7/27/1973
Lulu,Bradley,Male,7/18/1982
Marc,Johnson,Male,9/15/1974
Theresa,Hardy,Male,4/6/1990
Birdie,Yates,Female,4/19/1992
Isabelle,Hayes,Male,5/4/2000
Marguerite,Turner,Female,10/25/1991
Joel,Ramos,Female,9/19/1997
Ora,Holloway,Female,9/19/1988
Nelle,Thompson,Male,10/30/1984
Marian,May,Male,1/5/1975
Mary,Ramsey,Male,9/24/1992
Florence,Cunningham,Male,9/3/1982
Kyle,Terry,Female,11/18/2000
Charles,Anderson,Female,12/3/1962
Leona,Snyder,Female,1/8/1988
Matthew,Washington,Female,11/25/1996
Alexander,Allison,Male,9/25/2001
Edna,Gill,Male,7/26/1993
Richard,Boone,Female,3/17/1982
Jeanette,Green,Female,3/29/1999
Eula,Fisher,Male,2/17/1972
Helena,Byrd,Female,12/6/1976
Lester,Dean,Female,11/3/1981
Earl,Dean,Female,1/25/1992
Birdie,Rodgers,Female,2/5/1994
Clayton,Ellis,Female,4/14/1975
Vernon,Klein,Male,1/22/1977
Jennie,Jimenez,Female,11/9/1983
Mollie,Chavez,Male,6/16/1991
Pauline,Stokes,Female,9/12/1964
Victor,Goodwin,Male,4/20/1963
Hettie,Morton,Male,4/10/1997
Esther,Roy,Male,6/7/1989
Dale,Watkins,Male,6/27/1967
Gordon,McCoy,Male,5/20/2002
Lewis,Price,Male,1/29/1979
William,Maldonado,Female,5/2/1958
Marcus,Padilla,Male,1/18/1999
Shawn,Blair,Male,3/17/1979
Edna,McDonald,Male,4/11/1964
Alice,Love,Male,4/7/1969
Lee,Wise,Male,1/19/1999
Louis,Baker,Male,7/19/1996
Johnny,Sullivan,Male,1/29/1981
Shawn,Diaz,Female,5/27/1990
Elva,Ball,Male,11/25/1981
Bernice,Flowers,Female,5/23/2001
Glenn,Cross,Female,1/22/1958
Charlotte,Price,Female,5/27/1963
Brian,Flowers,Female,1/23/2000
Mae,Wilkins,Female,6/21/1961
Gerald,George,Female,10/19/1975
Troy,Lowe,Male,10/15/1988
Daisy,Collier,Female,4/9/1967
Cecilia,Baker,Male,2/21/1969
Harold,Diaz,Female,12/19/1980
Linnie,Massey,Male,3/16/1970
Eddie,Fox,Male,2/12/2002
Owen,Schneider,Male,11/24/1989
Travis,Mason,Male,1/28/2001
Theodore,Love,Female,5/15/1986
Marion,Johnston,Male,2/1/1967
Gilbert,Haynes,Male,12/12/1976
Bess,McCormick,Female,7/6/1988
Alma,Byrd,Female,4/22/1968
Harvey,McCormick,Male,5/10/1967
Derek,Lee,Female,12/19/2001
Ollie,Walsh,Female,5/8/1957
Hilda,Alvarado,Male,8/3/1963
Steve,Estrada,Male,7/24/1983
Carolyn,Black,Male,1/23/1986
Franklin,Williamson,Male,10/30/1987
Leah,Willis,Male,4/23/1960
Jeff,Nash,Male,10/15/1963
Mabelle,Morrison,Male,11/13/1974
Fanny,Hansen,Female,2/8/1959
Isaac,Fowler,Female,5/18/1992
Cody,Harris,Male,3/26/1969
Marvin,Rivera,Male,2/22/2001
Zachary,Guerrero,Female,7/12/1989
Norman,Brooks,Female,2/13/1997
Myrtie,Harris,Male,9/21/1993
Charlie,McKinney,Female,12/9/1971
Etta,Blair,Male,4/2/1984
Rebecca,Jordan,Male,8/8/1994
Jimmy,Willis,Male,3/15/1984
Angel,Park,Female,11/30/1966
Ricky,Schneider,Female,11/22/1991
Lola,Roberts,Male,6/16/2001
Gavin,Hodges,Female,9/22/1983
Alvin,Knight,Male,1/10/1962
Katherine,Potter,Female,10/23/1965
Alan,Fisher,Male,6/8/1967
Adeline,Hampton,Male,5/2/1991
Willie,Taylor,Male,4/24/2000
Donald,Ray,Male,3/23/1998
Clara,Johnson,Female,5/28/1993
Lucy,Perez,Female,8/2/1968
Bruce,Hernandez,Male,2/25/1968
Ruth,Mullins,Female,1/14/1962
Cynthia,Potter,Female,7/18/1956
Aaron,Copeland,Female,3/10/1963
Roger,Marshall,Female,7/21/2001
Cameron,Rodgers,Male,12/21/1998
Effie,Russell,Male,10/21/1962
Dustin,Webb,Female,9/7/1978
Margaret,Dixon,Female,10/25/1994
Chris,Johnson,Male,9/9/1984
Bertie,Lucas,Male,9/6/1977
Callie,Chambers,Male,1/6/1965
Maggie,Fowler,Male,2/2/1993
Barbara,Cooper,Male,1/2/2000
Tyler,Gomez,Male,9/1/1964
Caleb,Dixon,Female,7/1/1977
Fannie,Thompson,Male,5/11/1966
Zachary,Edwards,Male,2/3/1979
Isabella,Allen,Female,11/30/1961
Gavin,Jones,Male,1/27/1977
Francis,Tucker,Male,7/14/1989
Mildred,Fitzgerald,Male,5/4/1994
Theresa,Rogers,Male,1/2/1968
Eddie,Lynch,Female,7/31/1991
Carrie,Johnson,Female,7/28/1980
Edgar,Delgado,Female,8/3/1995
Nathaniel,Becker,Male,4/15/1957
Samuel,Larson,Female,10/17/1978
Lillian,Buchanan,Female,8/3/1983
Jackson,Fowler,Female,9/1/1971
Derek,Summers,Male,3/15/1974
Austin,Fields,Male,7/11/1992
Theodore,Anderson,Male,12/10/1977
Calvin,Meyer,Female,3/31/1973
Abbie,Long,Female,6/10/1973
Mark,Carlson,Male,4/19/1980
Alice,Pittman,Female,11/5/1967
Leo,Maldonado,Male,6/7/1977
Aiden,Dennis,Female,6/9/1980
Luella,Ferguson,Male,2/7/1989
Travis,Smith,Female,8/20/1962
Larry,Bridges,Female,12/12/1982
Ola,Carlson,Male,1/28/1972
Keith,Boyd,Male,3/13/1980
Harry,Jennings,Female,5/4/1957
Olive,Simmons,Male,8/27/1991
Lina,Wright,Female,7/28/1974
Nellie,Doyle,Male,5/30/1988
Steve,Hansen,Female,9/23/1990
Rebecca,Brooks,Male,7/8/2001
Belle,Weber,Male,6/11/1973
Jeff,Ramsey,Male,4/22/1981
Alice,Daniels,Female,11/18/1999
Ida,Warren,Female,3/15/1998
Anne,Osborne,Male,6/21/1960
Lucas,Clayton,Male,2/26/1980
Blanche,Todd,Male,5/23/1975
Manuel,Ford,Female,4/8/1993
Ina,Ford,Male,4/14/1968
Howard,Davidson,Male,10/14/1992
Lelia,Reeves,Male,2/16/1955
Laura,Alvarez,Male,5/19/1967
Lucinda,Cole,Male,3/2/1965
Elmer,Watson,Male,3/30/1968
Jon,Allen,Female,8/2/1984
Martha,Rice,Female,6/16/1957
Daniel,Bowers,Female,1/31/1955
Jack,Richardson,Female,1/29/2001
Viola,Saunders,Female,12/1/2002
Nathaniel,Poole,Male,11/10/1996
Shane,Duncan,Female,7/22/1996
Leroy,Ray,Female,1/17/1970
Wayne,Douglas,Female,6/2/1991
Bradley,Duncan,Male,9/12/1963
Cordelia,Chambers,Female,6/22/1973
Mabel,Cortez,Female,12/10/1967
Mattie,Stewart,Male,1/20/1957
Christopher,Allison,Female,1/3/1958
Joel,Chandler,Male,8/12/1999
Charles,Gonzales,Male,3/6/1989
Jason,Curry,Male,7/30/1955
Andrew,Martin,Male,1/14/1991
Cecilia,Wells,Female,3/8/1985
Edwin,Gross,Male,3/20/1979
Eddie,Collier,Female,5/11/1968
Jesse,Dennis,Male,7/10/1996
Daisy,Taylor,Female,11/3/1996
Mattie,Hudson,Male,9/7/1994
Florence,Herrera,Male,4/2/1964
Janie,Saunders,Female,1/10/1991
Francis,Clayton,Female,8/10/1955
Amanda,Webb,Female,4/11/1972
Jimmy,Jones,Male,6/5/1993
Edwin,Garza,Female,5/15/1957
Dean,Fisher,Male,8/26/1961
Jayden,Clarke,Male,4/30/1963
Troy,Castillo,Female,10/24/1982
Jose,Osborne,Male,2/5/1961
Christian,Waters,Male,8/19/1971
Austin,Ortiz,Female,2/2/1978
Jean,Perez,Female,4/12/1958
Donald,Cole,Female,11/19/1987
Justin,Dunn,Male,9/22/1955
Steven,Boyd,Male,3/31/1958
Larry,Jimenez,Male,7/16/1972
Esther,Jensen,Male,11/10/1976
Ophelia,Herrera,Male,10/10/1968
Antonio,Hill,Male,1/29/1992
Theresa,Copeland,Male,10/12/1985
Christine,Robinson,Female,12/15/1972
Theodore,Quinn,Female,3/27/1975
Russell,Mann,Female,9/28/1996
Mathilda,Bowen,Male,6/1/1960
Charlotte,Luna,Female,8/27/1957
Francis,Fernandez,Female,4/16/1998
Jason,Mitchell,Male,11/12/1991
Paul,Anderson,Male,2/17/1980
Lucas,Phelps,Female,11/22/1979
Wayne,Garcia,Female,10/14/1959
Roxie,Sutton,Male,10/18/1975
Lawrence,Blake,Female,5/8/1986
Luis,Clark,Female,8/27/1957
Nathaniel,Ramos,Female,6/20/1974
Ada,Hall,Female,5/18/1997
Lela,Hudson,Female,1/12/1958
Leonard,Goodwin,Female,6/22/1995
Lillie,Schwartz,Female,3/19/1983
Amanda,Castillo,Male,7/21/1980
Eugenia,Burgess,Female,4/16/1984
Lewis,McGuire,Male,9/11/1970
Rebecca,Craig,Female,7/3/2002
Linnie,Evans,Male,8/20/1962
Harold,Norris,Male,12/19/1991
Maggie,Baker,Male,9/23/1982
Etta,Holland,Female,8/20/1999
Nathan,Gregory,Female,8/31/1994
Lucille,Doyle,Female,10/10/1980
Sophia,Hudson,Male,12/2/1974
Maurice,Stevens,Female,10/31/1994
Benjamin,Lamb,Female,10/13/1976
Ivan,Griffin,Female,10/25/1979
Stephen,Gordon,Male,6/24/1966
Russell,Goodman,Male,2/18/1967
Genevieve,Hansen,Female,5/18/1981
Harriett,Thompson,Male,5/13/1972
Mayme,Carr,Male,9/13/1990
Jeff,McGee,Female,2/26/1996
Derek,Lopez,Male,8/18/1958
Steven,McCormick,Female,1/30/1984
Delia,Clark,Male,12/14/1995
Harriet,Sanchez,Female,1/1/1990
Jorge,Lucas,Female,12/1/1973
Justin,Horton,Female,2/11/1963
Alan,Torres,Female,8/3/1986
Rodney,Lyons,Female,3/18/1991
Mable,Conner,Male,10/11/1976
Austin,Lopez,Female,4/16/1960
Devin,Chapman,Female,9/22/1960
Jared,Martinez,Female,10/15/1981
Larry,Lawrence,Female,5/8/1957
Katherine,Brooks,Male,9/4/2001
Helen,Saunders,Male,8/25/1972
Cordelia,Vaughn,Female,7/29/1994
Eliza,Martin,Male,11/4/1956
Ricky,Hansen,Female,2/27/1989
Jack,Williams,Male,6/2/1961
Jorge,Ortega,Male,11/5/1971
Catherine,Snyder,Male,11/3/1995
Nina,Lucas,Female,10/31/1981
Ella,Lamb,Male,12/25/2000
Adeline,Mullins,Male,4/28/1999
Catherine,Graham,Male,9/6/1999
Ida,Hall,Male,6/23/1965
Lucille,Wood,Female,2/1/1979
Beatrice,Wallace,Female,5/24/1959
Ola,Reese,Male,1/4/1982
Eric,Washington,Female,4/8/2002
Annie,Patrick,Female,12/13/1986
Ethel,Wheeler,Male,10/13/1976
Hilda,Franklin,Male,5/12/1983
Joe,Aguilar,Female,4/7/1957
Alta,Williams,Male,6/5/1985
Olivia,Kim,Male,5/7/1992
Sylvia,Long,Male,8/24/1987
Birdie,Diaz,Female,12/17/1978
Inez,Reed,Male,5/26/1974
Harriet,Schneider,Female,9/1/1980
Terry,Elliott,Male,5/18/1972
Agnes,Garcia,Female,1/1/1975
Gavin,Henry,Female,6/3/1971
Carrie,Reid,Male,5/16/1985
Edwin,Hunt,Female,1/24/1968
Lily,Luna,Female,7/30/1955
Adam,Reeves,Female,9/28/1992
Sallie,Castro,Male,12/15/1962
Leo,Becker,Female,9/23/2002
Sadie,Woods,Female,5/13/1971
Matilda,Wilkerson,Male,1/20/1959
Dylan,Tate,Female,10/18/1957
Sophia,Nichols,Female,10/30/1996
Georgia,Benson,Male,6/26/1962
Stella,Malone,Female,11/15/1989
Minerva,Cobb,Female,9/17/1994
Tom,Sims,Male,12/4/1961
Craig,Stone,Female,9/30/1967
Olga,Welch,Female,10/31/1978
Norman,Watkins,Male,8/20/1995
Sylvia,Ramirez,Male,9/25/1987
Eugene,Warner,Male,1/2/1994
Cole,Wilson,Female,12/25/1956
Jacob,Rodriguez,Male,9/27/1962
Mike,Perry,Female,11/12/1963
Nicholas,Bridges,Male,6/3/1982
Lela,Walker,Female,6/28/1962
Luella,Martin,Female,6/9/1961
Esther,Garza,Female,2/19/1976
Jeremiah,Mills,Male,11/14/1960
Nellie,Richards,Female,3/2/1987
Maggie,Summers,Female,8/19/1972
Joshua,Garcia,Female,7/4/1958
Jonathan,Morales,Female,10/17/1968
Jeremy,Mullins,Female,12/8/1960
Lucile,Conner,Male,7/11/1987
Ida,Reynolds,Male,8/3/1974
Bryan,Cain,Male,3/22/1979
Manuel,Chambers,Female,3/30/1984
Dollie,Francis,Male,4/26/1985
Mildred,Bridges,Male,5/15/1965
Randall,Willis,Male,1/26/1956
Curtis,Cooper,Male,12/18/1999
Theodore,Armstrong,Female,5/26/1968
Edward,Walsh,Male,5/29/1964
Blanche,Norton,Male,10/13/1957
Brett,Hicks,Male,1/6/1979
Lewis,Brewer,Male,11/16/1990
Addie,George,Male,7/19/1969
Cole,Norman,Male,7/25/1968
Connor,Ramsey,Male,5/29/1994
Tom,Day,Male,10/1/1985
Alfred,Hansen,Male,1/6/2002
Richard,Wood,Female,3/21/1966
Helen,Barker,Male,8/23/1995
Kate,Mills,Female,6/13/1992
Vera,Myers,Male,6/20/1991
Andrew,Vega,Male,1/11/1981
Matthew,Conner,Male,4/11/1983
Josephine,Briggs,Male,2/27/1956
Sophia,Hardy,Male,12/8/1981
Marion,Jenkins,Male,2/7/1992
Caleb,White,Female,3/3/1965
Mason,Lewis,Male,6/2/1962
Elizabeth,Barnes,Female,1/25/1985
Arthur,Swanson,Female,3/29/1977
Herbert,Roy,Male,7/17/1969
Eleanor,Moran,Female,4/18/1983
Jeanette,Hernandez,Male,11/6/1995
Mary,Ray,Female,3/8/1994
Curtis,Gill,Female,12/8/1960
Alvin,Osborne,Male,12/7/1987
Adeline,Poole,Female,11/19/1956
Hattie,Elliott,Female,3/2/1959
Lulu,Pena,Female,3/22/1978
Lloyd,Underwood,Female,4/14/1971
Jay,Caldwell,Female,9/28/2000
Samuel,Rowe,Female,2/4/1999
Katherine,Garza,Male,4/27/1996
Hunter,Rose,Female,5/6/1957
Etta,Lee,Female,1/7/1976
Benjamin,Boone,Male,10/7/1960
Derek,McCarthy,Female,5/13/1967
Lettie,Terry,Female,12/14/1964
Stella,Fletcher,Female,9/23/1966
Amy,Johnson,Female,8/23/1989
Lou,Rodgers,Female,7/19/1972
Derek,Chandler,Female,3/29/1959
Brent,Simpson,Male,4/5/1957
Franklin,Romero,Male,12/18/1960
Sylvia,Smith,Female,1/21/1980
Johnny,Patterson,Male,4/10/1973
Hunter,McDaniel,Male,12/22/1974
Irene,Rogers,Female,9/9/1988
Ian,Hale,Male,5/10/1960
Clyde,Pratt,Male,6/4/1997
Jim,McDaniel,Male,6/3/1993
Corey,Dunn,Male,5/16/1971
Eunice,Chavez,Female,4/12/1978
Anthony,Montgomery,Female,10/20/1995
Katie,Butler,Male,5/10/1991
Lena,Hill,Male,4/6/1981
Bernard,Bell,Female,9/28/1972
Alan,Robbins,Male,3/11/1994
Antonio,Atkins,Male,3/4/1968
Helen,Tran,Male,10/14/1963
Frances,Greene,Male,5/6/1960
Mattie,Obrien,Male,11/26/1990
Olivia,Palmer,Female,11/3/1960
Marion,Joseph,Male,12/8/1984
Gilbert,Hayes,Male,4/24/1955
Tom,Bryan,Male,6/16/1962
Marion,Maldonado,Female,4/12/2002
Leroy,Nunez,Male,4/6/1998
Jimmy,Rice,Male,8/14/1992
Blanche,King,Male,6/4/1955
Phoebe,Tate,Male,2/6/1974
Nancy,Hill,Male,11/21/1995
Myrtie,Medina,Female,8/6/1966
Craig,Castro,Female,1/3/1957
Walter,Young,Female,3/14/1975
Jerry,Willis,Male,6/13/1960
Sue,Berry,Male,8/15/1955
Jennie,Huff,Male,9/29/1957
Grace,Yates,Female,11/28/1990
Billy,Graves,Male,6/24/1988
Georgia,Moore,Male,11/27/2002
Marguerite,Horton,Female,10/25/1960
Emily,Ramsey,Male,1/3/1961
Amelia,Summers,Male,8/7/1962
Della,Spencer,Female,10/31/1963
Luella,Thomas,Female,6/30/1964
Lettie,Simon,Female,1/26/1979
Edwin,McDonald,Male,3/2/1955
Frederick,Marshall,Female,4/18/2000
Don,Marsh,Male,12/11/1998
Tommy,Jacobs,Male,5/15/1985
Steven,Vega,Male,7/30/1989
Lee,Casey,Male,11/24/1964
Travis,Hernandez,Male,11/1/2002
Leonard,Gibson,Female,11/11/1984
Lawrence,Fletcher,Male,10/28/1974
Sallie,Sims,Female,1/8/1996
Timothy,Carr,Male,3/28/1999
Evelyn,Fernandez,Male,4/22/1976
Melvin,Conner,Male,10/10/1990
Larry,Dawson,Female,4/7/1997
Pauline,Weber,Male,3/23/1990
Lenora,Brown,Female,3/3/1977
Gertrude,Schwartz,Female,8/26/1985
Mable,Horton,Male,5/7/1995
Mathilda,Gonzalez,Female,3/30/1961
Norman,Terry,Female,10/21/1966
Barbara,Vasquez,Female,9/27/1969
Nelle,Francis,Female,3/27/1984
David,Ryan,Female,9/25/1966
Lucille,Medina,Female,5/14/1965
Thomas,White,Female,5/29/1992
Francis,Stone,Male,11/7/1974
Jerry,McGee,Female,4/12/1964
Theodore,Hampton,Female,11/13/1958
Larry,Briggs,Male,8/12/1986
Alfred,Mann,Female,7/12/1972
Josephine,Stevenson,Female,8/12/1983
Augusta,Strickland,Male,4/4/1987
Aaron,Cunningham,Male,8/18/1981
Bobby,Singleton,Female,12/8/1982
Johanna,Wilkerson,Male,6/30/1976
Lou,McDaniel,Female,7/31/1972
Pauline,Richards,Female,6/13/1978
Katie,Flowers,Male,2/20/1971
Lester,Bennett,Female,7/20/1978
Winnie,Huff,Male,12/20/1992
Carrie,Knight,Female,12/21/1967
Brett,Bryant,Female,12/14/1994
Glen,Buchanan,Male,8/25/2001
Kate,Garrett,Female,12/22/1993
Victor,Fisher,Female,4/12/1984
John,Campbell,Female,2/17/1962
Blanche,Lawson,Male,1/17/1965
Minerva,Bush,Female,9/6/1969
Brian,Klein,Male,6/10/1978
Paul,Erickson,Female,8/1/1999
Justin,Anderson,Male,3/4/1959
Gavin,Pena,Male,8/14/1988
Nellie,Howard,Male,12/24/1991
Nettie,Hart,Male,1/7/1999
Linnie,Hayes,Female,2/2/1984
Josephine,Sims,Female,2/6/1988
Nancy,Delgado,Male,1/21/1991
Ricky,Wright,Male,8/2/1966
Estella,Simmons,Female,2/27/1970
Jon,Cohen,Male,10/20/1962
Danny,Robinson,Female,10/6/1967
Theodore,Gibson,Female,3/14/1965
Estelle,Gray,Female,11/17/1977
Clayton,Conner,Female,3/25/1974
Gordon,Flowers,Male,5/7/1955
Gilbert,Webb,Male,6/18/1982
Nannie,Graham,Male,4/3/1981
Marc,Olson,Female,7/12/1962
Lottie,Newton,Male,4/1/1980
Stella,Morrison,Male,6/18/1988
Ian,Davis,Female,7/6/1959
Agnes,Alvarado,Male,9/30/1971
Charles,Poole,Male,11/8/1992
May,McDaniel,Male,10/6/1969
Ola,Wood,Female,2/8/1984
Mittie,Howell,Male,3/22/1958
Minerva,Bowers,Male,6/24/1963
Verna,Wade,Male,9/22/1960
Thomas,Mack,Male,2/25/1987
Mable,McBride,Male,6/2/1998
Rosetta,Sanders,Female,2/2/1970
Jon,Hill,Male,9/10/2002
Maria,Brewer,Male,1/15/1968
Birdie,Pratt,Male,7/5/1963
Shawn,Guerrero,Female,12/12/1987
Francis,Paul,Female,6/12/1976
Olga,Watson,Male,1/27/1977
Emma,Vargas,Male,1/6/2000
Caleb,Floyd,Male,4/19/1983
Lottie,Gross,Female,6/19/1974
Marie,Knight,Female,9/26/1981
Mathilda,Moreno,Female,6/1/1955
Verna,Bryan,Male,12/8/1988
Lilly,Lamb,Male,8/27/1983
Evan,Potter,Female,10/3/1968
Ora,Richards,Female,1/26/1980
Stephen,Pittman,Male,8/8/1971
Lawrence,Miller,Female,11/19/1993
Randall,Gardner,Male,1/10/2000
Susan,Chambers,Female,4/11/1983
Andre,Norton,Female,10/14/1997
Eula,May,Male,12/25/1998
Cornelia,Barber,Male,11/17/1993
Allen,Fletcher,Female,12/15/1961
Logan,Matthews,Female,9/23/1984
Seth,Joseph,Female,4/16/1986
Mollie,Rodriguez,Male,1/25/1974
Nora,Kelley,Female,1/12/1987
Florence,Wheeler,Female,6/8/1973
Jordan,Gonzales,Female,12/24/1992
Isabella,Griffith,Male,3/15/1971
Abbie,Thompson,Male,2/2/2002
Lee,Mills,Female,2/1/1965
Nora,Sparks,Female,8/15/1983
Gene,Hodges,Male,6/14/1995
Abbie,Oliver,Female,9/19/1956
Georgie,Osborne,Female,8/9/1972
Leila,Andrews,Male,11/24/1991
Norman,Howell,Male,2/17/1996
Francis,Day,Female,12/13/1974
Pauline,Simmons,Male,9/19/1964
Andrew,Kim,Male,5/18/1966
Birdie,Perkins,Female,8/14/1979
Josephine,Warner,Female,8/31/1973
Hunter,Marsh,Male,6/1/1993
Andre,Flowers,Female,8/30/1964
Augusta,Bell,Female,6/22/1967
Tillie,Lewis,Female,11/27/1958
Sue,Howard,Female,11/10/1962
Eva,Barber,Female,9/7/1991
Louisa,Norris,Female,5/5/1966
Nathan,Schneider,Male,4/16/1971
Tillie,Howard,Female,10/21/1975
Bradley,Holland,Male,10/28/1976
Virginia,Robinson,Female,5/31/1964
Ernest,Curry,Female,1/10/1969
Walter,Alvarez,Male,4/10/1978
Evan,Hamilton,Male,12/28/1973
Ruth,Jacobs,Female,8/15/1987
Lottie,Williams,Female,1/6/1984
Fred,Nunez,Female,12/27/1967
Walter,Lewis,Male,4/27/1995
Beulah,Hodges,Male,5/13/1992
Mike,Day,Female,11/21/1959
Ida,Swanson,Male,11/7/1977
Clara,Cooper,Male,3/5/1961
Ivan,Ramsey,Male,3/13/1966
Ian,Hardy,Female,10/11/1978
